id,loan_status_2,loan_status,loan_amnt,term,int_rate,installment,sub_grade,emp_length,home_ownership,annual_inc,verification_status,issue_d,purpose,addr_state,dti,fico_range_low,fico_range_high,open_acc,pub_rec,revol_bal,revol_util,mort_acc,pub_rec_bankruptcies,age,pay_status
134,Paid,0,22950.0,60,21.67,629.56,E5,3,MORTGAGE,"(107000.0, 133553.0]",Verified,2015-01-04 00:00:00,debt_consolidation,CO,29.14,730,734,13,0,24676,36.9,5,0,50,-1
135,Paid,0,22500.0,36,12.49,752.6,B4,3,MORTGAGE,"(107000.0, 133553.0]",Not Verified,2014-01-04 00:00:00,credit_card,FL,12.58,,679,9,0,27320,87.0,4,0,23,0
136,Paid,0,20000.0,60,21.98,552.16,E4,7,OWN,"(65000.0, 72000.0]",Verified,2012-01-10 00:00:00,wedding,IL,22.23,670,674,13,0,13447,47.3,3,0,46,1
137,Paid,0,14000.0,36,9.17,446.31,B1,10,MORTGAGE,"(80000.0, 91000.0]",Source Verified,2014-01-07 00:00:00,debt_consolidation,TN,27.46,,689,14,0,19607,70.7,3,0,27,-1
138,Paid,0,8700.0,36,7.89,272.19,A5,10,MORTGAGE,"(91000.0, 107000.0]",Not Verified,2016-01-02 00:00:00,credit_card,WA,27.64,685,689,13,0,37388,65.4,6,0,22,1
139,Paid,0,20000.0,36,11.99,664.2,B3,4,MORTGAGE,"(80000.0, 91000.0]",Verified,2013-01-10 00:00:00,debt_consolidation,FL,27.84,705,709,14,0,18912,58.2,1,0,28,-2
140,Paid,0,10000.0,36,7.89,312.86,A5,0,MORTGAGE,"(72000.0, 80000.0]",Not Verified,2016-01-02 00:00:00,credit_card,WA,4.23,,714,5,0,9058,58.4,1,0,28,-1
141,Paid,0,28000.0,60,11.55,616.5,B3,9,MORTGAGE,"(80000.0, 91000.0]",Verified,2013-01-08 00:00:00,home_improvement,IL,21.04,730,734,14,0,27047,37.2,2,0,27,0
142,Paid,0,-5000.0,36,11.53,164.96,B5,10,OWN,"(46000.0, 52000.0]",Verified,2015-01-10 00:00:00,medical,MN,25.5,720,724,17,0,17810,39.5,0,0,26,0
143,Paid,0,15000.0,36,9.8,482.61,B3,1,RENT,"(72000.0, 80000.0]",Source Verified,2015-01-12 00:00:00,debt_consolidation,TX,20.21,695,699,11,0,14296,64.7,0,0,33,1
144,Paid,0,2000.0,36,12.99,67.38,C2,6,MORTGAGE,"(60000.0, 65000.0]",Source Verified,2016-01-03 00:00:00,credit_card,TX,18.78,680,684,8,0,13754,99.7,1,0,22,1
145,Written off,1,15000.0,36,12.69,503.18,C2,10,MORTGAGE,"(65000.0, 72000.0]",Source Verified,2015-01-09 00:00:00,home_improvement,CA,22.48,660,664,10,2,10662,63.5,5,2,63,2
146,Paid,0,11000.0,36,14.09,376.44,B5,7,RENT,"(32500.0, 40000.0]",Not Verified,2012-01-07 00:00:00,debt_consolidation,CA,27.33,675,679,13,0,12258,47.9,0,0,31,0
147,Written off,1,32350.0,60,19.52,848.47,E2,3,MORTGAGE,"(107000.0, 133553.0]",Verified,2014-01-07 00:00:00,debt_consolidation,NC,16.17,,699,19,0,19128,34.2,3,0,28,0
148,Written off,1,12000.0,60,9.16,250.04,B2,5,MORTGAGE,"(52000.0, 60000.0]",Not Verified,2016-01-03 00:00:00,debt_consolidation,IL,18.89,725,729,12,0,9953,35.9,4,0,44,2
149,Paid,0,20275.0,36,8.67,641.64,B1,10,MORTGAGE,"(72000.0, 80000.0]",Not Verified,2014-01-11 00:00:00,debt_consolidation,MA,17.7,,769,17,0,23907,29.5,4,0,55,0
150,Paid,0,1500.0,36,7.99,47.0,A4,10,RENT,"(6694.0, 32500.0]",Source Verified,2016-01-08 00:00:00,home_improvement,HI,32.33,,774,13,0,1139,10.6,0,0,25,0
151,Written off,1,-5000.0,36,18.49,182.0,D2,1,RENT,"(6694.0, 32500.0]",Not Verified,2012-01-07 00:00:00,debt_consolidation,NC,26.16,660,664,12,0,5226,46.7,0,0,37,0
152,Paid,0,9600.0,36,13.99,328.06,C4,2,MORTGAGE,"(65000.0, 72000.0]",Source Verified,2015-01-10 00:00:00,credit_card,IL,12.81,660,664,10,1,8592,50.5,1,1,36,0
153,Paid,0,19650.0,36,17.99,710.3,D2,,MORTGAGE,"(46000.0, 52000.0]",Verified,2016-01-11 00:00:00,debt_consolidation,FL,22.21,665,669,4,0,2496,99.8,4,0,29,0
154,Written off,1,22000.0,36,6.03,669.59,A1,10,MORTGAGE,"(107000.0, 133553.0]",Verified,2013-01-12 00:00:00,credit_card,MA,28.95,,759,17,0,24410,48.9,5,0,48,3
155,Paid,0,2500.0,36,6.24,76.33,A2,10,OWN,"(6694.0, 32500.0]",Verified,2015-01-11 00:00:00,car,NY,11.69,795,799,3,0,37,0.2,0,0,56,3
156,Paid,0,36000.0,60,15.59,867.63,C5,10,MORTGAGE,"(80000.0, 91000.0]",Verified,2016-01-09 00:00:00,debt_consolidation,PA,23.92,685,689,9,0,52263,96.6,3,0,40,2
157,Paid,0,10000.0,36,14.33,343.39,C1,2,MORTGAGE,"(107000.0, 133553.0]",Not Verified,2013-01-06 00:00:00,major_purchase,AK,8.62,675,679,7,0,3818,83.0,2,0,26,2
158,Paid,0,6500.0,36,16.55,230.29,D2,10,MORTGAGE,"(72000.0, 80000.0]",Verified,2015-01-12 00:00:00,small_business,FL,12.52,720,724,18,0,61681,39.7,10,0,46,-1
159,Paid,0,21475.0,36,12.69,720.38,C2,3,MORTGAGE,"(91000.0, 107000.0]",Source Verified,2015-01-09 00:00:00,credit_card,MA,12.9,660,664,7,3,7483,85.0,3,1,33,0
160,Paid,0,12000.0,36,11.99,398.52,B5,10,OWN,"(32500.0, 40000.0]",Source Verified,2018-01-01 00:00:00,debt_consolidation,AR,24.63,670,674,8,1,9943,59.9,0,1,45,0
161,Paid,0,7800.0,36,12.29,260.16,C1,5,MORTGAGE,"(6694.0, 32500.0]",Source Verified,2015-01-10 00:00:00,major_purchase,PA,37.27,690,694,4,0,25467,91.0,2,0,26,0
162,Paid,0,35000.0,36,15.61,1223.77,C3,9,RENT,"(107000.0, 133553.0]",Source Verified,2013-01-10 00:00:00,debt_consolidation,CA,22.08,,699,14,0,71377,63.5,1,0,49,-2
163,Paid,0,14000.0,36,13.67,476.25,B5,1,MORTGAGE,"(80000.0, 91000.0]",Verified,2013-01-10 00:00:00,debt_consolidation,OR,16.36,695,699,11,0,28477,74.0,5,0,26,-1
164,Written off,1,-3500.0,36,11.44,115.32,B4,2,RENT,"(32500.0, 40000.0]",Not Verified,2016-01-11 00:00:00,debt_consolidation,KS,22.6,670,674,12,1,5999,67.0,0,1,38,0
165,Paid,0,6000.0,36,7.99,188.0,A4,,RENT,"(60000.0, 65000.0]",Source Verified,2016-01-08 00:00:00,debt_consolidation,CA,2.25,705,709,17,0,1211,2.3,4,0,21,0
166,Written off,1,15350.0,36,19.72,568.28,D5,10,OWN,"(32500.0, 40000.0]",Not Verified,2013-01-02 00:00:00,debt_consolidation,CA,27.24,,674,14,0,12449,79.8,0,0,40,0
167,Paid,0,18000.0,60,15.61,434.01,D1,5,MORTGAGE,"(133553.0, 6693021.0]",Source Verified,2014-01-06 00:00:00,debt_consolidation,MA,14.85,680,684,12,1,12606,88.2,3,1,29,-1
168,Paid,0,10000.0,36,12.62,335.12,C1,1,MORTGAGE,"(133553.0, 6693021.0]",Verified,2017-01-07 00:00:00,home_improvement,FL,15.22,680,684,16,1,13673,50.8,2,1,21,-1
169,Paid,0,16000.0,36,6.49,490.32,A2,0,MORTGAGE,"(65000.0, 72000.0]",Not Verified,2016-01-03 00:00:00,credit_card,NY,24.58,755,759,16,0,18881,36.9,2,0,23,1
170,Paid,0,21500.0,36,12.12,715.35,B3,7,MORTGAGE,"(107000.0, 133553.0]",Verified,2012-01-08 00:00:00,debt_consolidation,TX,10.82,705,709,12,0,19272,65.6,3,0,28,1
171,Paid,0,6000.0,36,8.18,188.52,B1,9,OWN,"(40000.0, 46000.0]",Not Verified,2015-01-06 00:00:00,credit_card,MI,16.85,,739,4,0,5054,41.8,0,0,55,1
172,Written off,1,19200.0,60,15.31,459.9,C5,8,MORTGAGE,"(40000.0, 46000.0]",Verified,2016-01-03 00:00:00,debt_consolidation,NC,33.24,,704,12,1,14125,56.3,1,1,33,-2
173,Paid,0,35000.0,36,16.55,1240.03,D2,3,MORTGAGE,"(133553.0, 6693021.0]",Source Verified,2015-01-05 00:00:00,debt_consolidation,NM,14.74,,684,11,0,44453,69.2,1,0,29,1
174,Paid,0,10000.0,36,18.99,366.51,D3,10,OWN,"(46000.0, 52000.0]",Verified,2016-01-07 00:00:00,credit_card,AL,19.32,,699,9,2,1140,10.3,2,0,21,0
175,Paid,0,15000.0,60,12.59,338.16,C2,10,MORTGAGE,"(52000.0, 60000.0]",Not Verified,2015-01-11 00:00:00,other,FL,13.89,,719,8,0,9719,50.9,2,0,28,0
176,Paid,0,18000.0,60,12.39,403.96,C1,8,MORTGAGE,"(107000.0, 133553.0]",Verified,2014-01-12 00:00:00,credit_card,MA,33.75,720,724,18,0,21080,34.2,3,0,36,-1
177,Paid,0,6100.0,36,24.5,240.93,F3,10,RENT,"(40000.0, 46000.0]",Not Verified,2014-01-01 00:00:00,debt_consolidation,MN,25.23,660,664,20,0,26977,72.3,0,0,34,0
178,Paid,0,9600.0,36,9.17,306.04,B2,3,RENT,"(32500.0, 40000.0]",Source Verified,2015-01-12 00:00:00,debt_consolidation,CA,13.45,705,709,11,0,6577,42.7,0,0,46,0
179,Paid,0,20000.0,36,8.24,628.95,B1,5,RENT,"(133553.0, 6693021.0]",Source Verified,2017-01-02 00:00:00,debt_consolidation,OH,6.28,675,679,11,0,8760,29.7,4,0,23,0
180,Paid,0,30000.0,60,15.59,723.03,C5,10,RENT,"(133553.0, 6693021.0]",Source Verified,2016-01-10 00:00:00,debt_consolidation,CA,5.82,705,709,12,0,21264,49.6,0,0,24,0
181,Paid,0,20000.0,60,23.1,564.96,E4,1,RENT,"(46000.0, 52000.0]",Verified,2013-01-11 00:00:00,debt_consolidation,LA,25.77,680,684,8,0,10397,59.8,0,0,37,1
182,Paid,0,11975.0,60,18.84,309.59,E2,1,OWN,"(32500.0, 40000.0]",Source Verified,2015-01-02 00:00:00,debt_consolidation,TX,39.09,,674,13,0,3413,9.5,0,0,31,1
183,Written off,1,6000.0,36,8.39,189.1,B1,2,RENT,"(40000.0, 46000.0]",Not Verified,2016-01-03 00:00:00,credit_card,WY,19.04,670,674,11,2,7528,52.3,0,0,50,3
184,Paid,0,27000.0,60,24.7,787.75,G1,5,RENT,"(65000.0, 72000.0]",Verified,2012-01-08 00:00:00,debt_consolidation,CO,19.76,670,674,11,0,24862,92.1,2,0,33,1
185,Paid,0,13000.0,36,13.11,438.72,B4,5,MORTGAGE,"(60000.0, 65000.0]",Source Verified,2012-01-11 00:00:00,credit_card,MI,25.5,705,709,19,0,13884,51.8,1,0,30,1
186,Paid,0,2500.0,36,10.78,81.59,B4,8,RENT,"(65000.0, 72000.0]",Source Verified,2016-01-01 00:00:00,other,FL,13.53,,699,5,0,14961,100.4,0,0,31,0
187,Written off,1,3000.0,36,13.67,102.06,C4,7,RENT,"(6694.0, 32500.0]",Source Verified,2015-01-11 00:00:00,major_purchase,FL,8.31,710,714,5,0,3538,30.5,0,0,30,2
188,Paid,0,11200.0,36,9.16,357.0,B2,3,OWN,"(65000.0, 72000.0]",Not Verified,2016-01-06 00:00:00,debt_consolidation,CT,23.09,660,664,10,1,19426,76.8,5,1,28,-1
189,Paid,0,9000.0,36,8.18,282.78,B1,10,OWN,"(80000.0, 91000.0]",Source Verified,2015-01-07 00:00:00,credit_card,NJ,8.11,660,664,7,1,11271,39.3,1,0,23,-1
190,Paid,0,5000.0,36,12.12,166.36,B3,8,MORTGAGE,"(65000.0, 72000.0]",Not Verified,2013-01-06 00:00:00,other,IL,8.66,700,704,6,0,3000,30.6,1,0,35,0
191,Paid,0,10000.0,36,6.03,304.36,A1,9,OWN,"(60000.0, 65000.0]",Not Verified,2012-01-11 00:00:00,other,AZ,11.21,765,769,11,0,8438,25.5,0,0,23,1
192,Paid,0,8000.0,36,11.99,265.68,B3,0,RENT,"(72000.0, 80000.0]",Source Verified,2014-01-04 00:00:00,credit_card,NY,14.16,720,724,6,0,32116,71.5,0,0,33,-2
193,Paid,0,15000.0,36,12.49,501.74,B5,,MORTGAGE,"(32500.0, 40000.0]",Source Verified,2014-01-08 00:00:00,debt_consolidation,TX,14.57,,739,9,0,4500,25.9,0,0,21,0
194,Paid,0,10625.0,36,15.1,368.84,C2,2,MORTGAGE,"(6694.0, 32500.0]",Verified,2013-01-09 00:00:00,debt_consolidation,WI,12.11,665,669,13,0,11244,62.1,3,0,33,-2
195,Paid,0,23100.0,60,17.97,586.22,D4,10,OWN,"(52000.0, 60000.0]",Not Verified,2015-01-12 00:00:00,debt_consolidation,MD,7.72,660,664,4,0,14624,63.0,5,0,21,1
196,Written off,1,4800.0,36,7.99,150.4,A5,3,RENT,"(32500.0, 40000.0]",Source Verified,2016-01-12 00:00:00,debt_consolidation,NV,15.26,,699,5,0,4121,62.4,0,0,41,-1
197,Paid,0,6000.0,36,7.69,187.17,A4,2,MORTGAGE,"(60000.0, 65000.0]",Not Verified,2014-01-08 00:00:00,credit_card,NJ,11.28,,774,7,0,1223,16.5,1,0,30,0
198,Paid,0,8000.0,36,12.39,267.21,C1,0,RENT,"(40000.0, 46000.0]",Not Verified,2015-01-01 00:00:00,debt_consolidation,PA,4.91,700,704,4,0,6282,82.7,0,0,25,-1
199,Paid,0,3900.0,36,11.22,128.09,B5,2,MORTGAGE,"(52000.0, 60000.0]",Source Verified,2015-01-12 00:00:00,home_improvement,FL,35.12,710,714,27,0,24246,48.9,1,0,25,0
200,Written off,1,11850.0,60,26.49,358.25,F2,9,MORTGAGE,"(52000.0, 60000.0]",Verified,2016-01-08 00:00:00,debt_consolidation,NJ,27.36,660,664,8,0,3357,90.7,1,0,51,1
201,Written off,1,6000.0,36,9.99,193.58,B3,8,MORTGAGE,"(80000.0, 91000.0]",Source Verified,2015-01-08 00:00:00,debt_consolidation,TX,10.65,675,679,27,0,22027,43.8,1,0,46,0
202,Paid,0,-12000.0,36,14.65,413.94,C2,7,MORTGAGE,"(46000.0, 52000.0]",Source Verified,2012-01-02 00:00:00,debt_consolidation,FL,12.72,,674,8,0,1010,50.5,,0,46,-1
203,Written off,1,-16000.0,60,19.99,423.82,E4,10,MORTGAGE,"(52000.0, 60000.0]",Source Verified,2015-01-10 00:00:00,debt_consolidation,OK,27.58,,679,7,0,17518,82.2,5,0,44,0
204,Paid,0,35000.0,60,25.8,1043.78,G1,3,RENT,"(107000.0, 133553.0]",Source Verified,2014-01-10 00:00:00,house,CT,26.94,660,664,29,0,32062,53.0,0,0,23,0
205,Written off,1,35000.0,60,24.99,1027.1,F4,10,RENT,"(91000.0, 107000.0]",Verified,2015-01-08 00:00:00,debt_consolidation,CA,17.23,675,679,12,0,22724,73.8,2,0,53,0
206,Paid,0,16000.0,60,19.91,423.11,E4,5,RENT,"(91000.0, 107000.0]",Source Verified,2011-01-12 00:00:00,debt_consolidation,NY,6.47,695,699,10,0,19823,68.4,,0,23,0
207,Paid,0,20000.0,36,13.05,674.37,B5,10,MORTGAGE,"(46000.0, 52000.0]",Verified,2013-01-08 00:00:00,debt_consolidation,KS,30.91,,664,9,1,32126,84.8,2,1,37,1
208,Paid,0,12300.0,36,5.32,370.42,A1,10,RENT,"(46000.0, 52000.0]",Verified,2015-01-12 00:00:00,debt_consolidation,NY,10.25,795,799,15,0,12300,16.6,1,0,42,0
209,Paid,0,12000.0,36,11.67,396.69,B4,10,MORTGAGE,"(52000.0, 60000.0]",Not Verified,2014-01-05 00:00:00,credit_card,WI,18.1,,694,10,0,9472,58.8,3,0,38,0
210,Paid,0,8000.0,36,17.57,287.5,D4,3,RENT,"(32500.0, 40000.0]",Source Verified,2015-01-11 00:00:00,debt_consolidation,CA,10.83,680,684,11,0,4162,63.1,0,0,26,2
211,Written off,1,25000.0,36,10.49,812.45,B2,1,MORTGAGE,"(133553.0, 6693021.0]",Not Verified,2017-01-03 00:00:00,debt_consolidation,CA,1.5,680,684,6,1,6672,47.7,2,1,45,0
212,Paid,0,24000.0,60,10.99,521.7,B4,10,MORTGAGE,"(133553.0, 6693021.0]",Not Verified,2015-01-11 00:00:00,debt_consolidation,KY,16.52,695,699,23,0,43845,60.1,4,0,35,1
213,Paid,0,7000.0,36,15.68,245.02,E1,2,RENT,"(40000.0, 46000.0]",Not Verified,2009-01-04 00:00:00,debt_consolidation,CA,20.87,675,679,5,0,5546,97.3,,0,35,2
214,Paid,0,3000.0,36,9.75,96.45,B3,2,MORTGAGE,"(65000.0, 72000.0]",Not Verified,2016-01-06 00:00:00,other,OR,31.74,665,669,21,0,11310,37.1,3,0,30,0
215,Written off,1,24000.0,60,16.29,587.34,D1,5,RENT,"(65000.0, 72000.0]",Not Verified,2016-01-02 00:00:00,debt_consolidation,FL,8.88,670,674,6,0,7769,70.6,0,0,41,0
216,Paid,0,8000.0,36,16.99,285.19,D3,2,RENT,"(6694.0, 32500.0]",Verified,2015-01-08 00:00:00,credit_card,WY,38.84,660,664,7,0,12124,52.5,0,0,39,2
217,Paid,0,35000.0,36,13.99,1196.05,C3,10,MORTGAGE,"(133553.0, 6693021.0]",Verified,2016-01-09 00:00:00,debt_consolidation,MI,20.36,700,704,29,0,101714,85.8,2,0,44,0
218,Written off,1,-24000.0,60,11.14,523.5,B2,10,MORTGAGE,"(80000.0, 91000.0]",Source Verified,2013-01-02 00:00:00,debt_consolidation,MA,18.19,,704,9,1,30166,61.2,7,0,38,0
219,Written off,1,-11200.0,60,15.99,272.31,C5,4,MORTGAGE,"(65000.0, 72000.0]",Not Verified,2016-01-11 00:00:00,debt_consolidation,NV,5.01,660,664,7,0,3392,4.9,0,0,36,0
220,Paid,0,12800.0,36,8.24,402.53,B1,10,MORTGAGE,"(72000.0, 80000.0]",Verified,2016-01-12 00:00:00,debt_consolidation,AL,20.14,,729,11,0,8132,28.1,1,0,36,1
221,Written off,1,28175.0,36,12.98,949.06,B5,3,MORTGAGE,"(133553.0, 6693021.0]",Not Verified,2018-01-12 00:00:00,credit_card,MD,36.27,765,769,13,0,71478,74.9,1,0,47,0
222,Paid,0,4200.0,36,12.12,139.75,B3,3,RENT,"(32500.0, 40000.0]",Source Verified,2012-01-05 00:00:00,debt_consolidation,IL,6.69,705,709,10,0,6512,37.9,0,0,36,0
223,Paid,0,28000.0,60,21.49,765.24,E3,10,MORTGAGE,"(91000.0, 107000.0]",Source Verified,2012-01-07 00:00:00,debt_consolidation,IL,16.24,690,694,11,0,18762,79.5,7,0,22,2
224,Paid,0,7000.0,36,9.16,223.12,B2,9,MORTGAGE,"(65000.0, 72000.0]",Source Verified,2016-01-02 00:00:00,credit_card,TX,21.75,680,684,23,0,6942,12.6,3,0,23,1
225,Written off,1,2200.0,36,15.8,77.13,C3,,MORTGAGE,"(52000.0, 60000.0]",Verified,2012-01-08 00:00:00,other,VA,27.62,665,669,12,0,7636,74.9,3,0,27,0
226,Paid,0,30000.0,36,10.49,974.94,B3,1,MORTGAGE,"(133553.0, 6693021.0]",Verified,2015-01-01 00:00:00,credit_card,VA,6.54,670,674,6,0,24260,64.9,4,0,22,1
227,Paid,0,6000.0,36,23.88,235.02,E2,7,RENT,"(40000.0, 46000.0]",Source Verified,2017-01-07 00:00:00,debt_consolidation,HI,31.42,685,689,10,0,12170,92.9,0,0,25,0
228,Paid,0,9000.0,36,6.92,277.57,A3,10,RENT,"(32500.0, 40000.0]",Verified,2011-01-02 00:00:00,credit_card,CA,22.12,770,774,5,0,18199,49.5,,0,33,2
229,Paid,0,3600.0,36,14.07,123.17,C3,2,MORTGAGE,"(72000.0, 80000.0]",Source Verified,2018-01-03 00:00:00,other,AZ,19.17,665,669,11,0,3315,24.7,2,0,32,0
230,Written off,1,4350.0,36,15.27,151.37,C4,1,RENT,"(80000.0, 91000.0]",Not Verified,2011-01-11 00:00:00,credit_card,CA,12.24,670,674,7,0,2740,77.6,,0,38,-1
231,Paid,0,5400.0,36,13.99,184.54,C4,8,OWN,"(52000.0, 60000.0]",Verified,2015-01-06 00:00:00,car,MI,26.07,685,689,11,0,10624,51.6,0,0,26,0
232,Written off,1,21600.0,60,22.99,608.8,F2,4,RENT,"(80000.0, 91000.0]",Source Verified,2015-01-10 00:00:00,debt_consolidation,NY,19.38,,684,14,1,6306,32.3,0,0,34,-2
233,Paid,0,10200.0,36,12.12,339.38,B3,5,MORTGAGE,"(32500.0, 40000.0]",Not Verified,2013-01-07 00:00:00,debt_consolidation,IL,13.95,680,684,5,0,5051,53.7,3,0,49,0
234,Paid,0,7500.0,36,8.18,235.65,B1,7,OWN,"(52000.0, 60000.0]",Source Verified,2015-01-09 00:00:00,debt_consolidation,NJ,7.6,665,669,5,1,4055,72.4,0,1,40,0
235,Paid,0,12800.0,36,7.49,398.11,A4,10,MORTGAGE,"(133553.0, 6693021.0]",Verified,2016-01-01 00:00:00,credit_card,WI,23.86,705,709,15,0,32029,85.4,2,0,27,1
236,Paid,0,10000.0,36,11.53,329.91,B5,10,MORTGAGE,"(133553.0, 6693021.0]",Not Verified,2015-01-09 00:00:00,medical,FL,28.77,,709,33,0,63818,72.8,1,0,38,0
237,Paid,0,4375.0,36,18.49,159.25,D2,7,RENT,"(6694.0, 32500.0]",Source Verified,2013-01-04 00:00:00,debt_consolidation,NY,7.8,695,699,6,0,3858,66.5,0,0,26,0
238,Paid,0,8000.0,36,14.65,275.96,C2,10,RENT,"(6694.0, 32500.0]",Verified,2012-01-06 00:00:00,small_business,CA,8.99,,684,6,0,8985,70.6,0,0,31,-1
239,Paid,0,-35000.0,36,11.49,1154.0,B5,9,OWN,"(133553.0, 6693021.0]",Source Verified,2016-01-09 00:00:00,debt_consolidation,TX,7.86,680,684,8,0,10650,63.8,2,0,39,0
240,Paid,0,6800.0,36,14.49,234.03,C4,0,RENT,"(6694.0, 32500.0]",Verified,2016-01-06 00:00:00,debt_consolidation,CA,14.17,685,689,7,0,8813,42.0,0,0,74,0
241,Paid,0,15000.0,36,12.49,501.74,B5,10,RENT,"(32500.0, 40000.0]",Not Verified,2014-01-06 00:00:00,debt_consolidation,GA,23.73,,664,10,0,8686,40.8,0,0,26,0
242,Paid,0,10000.0,36,18.25,362.78,D2,5,RENT,"(91000.0, 107000.0]",Not Verified,2013-01-09 00:00:00,medical,FL,15.5,,684,14,0,6065,63.8,4,0,24,0
243,Paid,0,10000.0,60,18.99,259.36,E1,6,MORTGAGE,"(133553.0, 6693021.0]",Not Verified,2014-01-07 00:00:00,home_improvement,CA,18.08,675,679,19,0,27526,57.0,0,0,45,0
244,Paid,0,20000.0,36,12.49,668.98,B5,10,MORTGAGE,"(52000.0, 60000.0]",Verified,2014-01-05 00:00:00,home_improvement,IL,12.36,755,759,7,1,1121,8.2,4,1,25,1
245,Paid,0,15000.0,36,12.79,503.9,C1,,MORTGAGE,"(80000.0, 91000.0]",Verified,2016-01-06 00:00:00,debt_consolidation,MD,11.08,675,679,13,0,14249,56.3,8,0,27,0
246,Paid,0,5000.0,36,12.35,166.91,B4,7,MORTGAGE,"(80000.0, 91000.0]",Not Verified,2013-01-09 00:00:00,debt_consolidation,FL,24.48,695,699,12,0,19379,79.7,3,0,25,0
247,Paid,0,1400.0,36,14.27,48.04,C2,1,RENT,"(32500.0, 40000.0]",Source Verified,2011-01-09 00:00:00,medical,OR,3.05,680,684,3,0,1276,85.1,,0,27,0
248,Paid,0,25000.0,60,20.89,674.79,D4,6,RENT,"(72000.0, 80000.0]",Source Verified,2018-01-10 00:00:00,debt_consolidation,NY,14.28,,704,12,0,4842,21.4,0,0,28,-1
249,Paid,0,1600.0,36,9.93,51.58,B2,10,MORTGAGE,"(107000.0, 133553.0]",Not Verified,2018-01-01 00:00:00,home_improvement,CA,7.99,660,664,6,0,4340,51.1,2,0,24,0
250,Paid,0,10000.0,36,7.97,313.23,A5,7,MORTGAGE,"(46000.0, 52000.0]",Not Verified,2017-01-12 00:00:00,credit_card,NC,23.85,,704,9,0,11295,64.5,1,0,47,0
251,Paid,0,5000.0,36,11.47,164.81,B5,3,RENT,"(6694.0, 32500.0]",Source Verified,2016-01-05 00:00:00,debt_consolidation,NY,8.88,660,664,4,0,4454,81.0,0,0,32,-1
252,Paid,0,1500.0,36,17.1,53.56,C5,1,RENT,"(91000.0, 107000.0]",Verified,2013-01-10 00:00:00,medical,CA,4.44,685,689,3,0,2648,35.3,4,0,42,0
253,Written off,1,10000.0,60,15.59,241.01,D1,10,RENT,"(52000.0, 60000.0]",Source Verified,2014-01-12 00:00:00,other,CA,30.33,725,729,9,0,14142,79.4,0,0,51,3
254,Paid,0,5000.0,36,14.65,172.48,C5,5,RENT,"(91000.0, 107000.0]",Source Verified,2015-01-07 00:00:00,debt_consolidation,CA,16.02,670,674,7,0,8523,77.5,4,0,28,0
255,Paid,0,25300.0,36,11.99,840.21,C1,1,MORTGAGE,"(52000.0, 60000.0]",Not Verified,2016-01-01 00:00:00,credit_card,KS,14.66,675,679,29,0,26359,85.0,5,0,28,0
256,Paid,0,10500.0,36,12.29,350.21,C1,2,RENT,"(40000.0, 46000.0]",Source Verified,2015-01-07 00:00:00,debt_consolidation,TX,8.77,,679,7,0,2903,17.4,0,0,37,-1
257,Written off,1,16000.0,60,14.65,377.71,C5,4,RENT,"(52000.0, 60000.0]",Source Verified,2015-01-04 00:00:00,credit_card,CO,21.36,690,694,10,0,17621,82.7,0,0,40,-1
258,Paid,0,15000.0,60,14.99,356.78,C5,10,MORTGAGE,"(32500.0, 40000.0]",Source Verified,2014-01-11 00:00:00,credit_card,AZ,17.91,,684,12,0,14241,44.2,4,0,36,-1
259,Paid,0,20000.0,36,6.03,608.72,A1,10,RENT,"(91000.0, 107000.0]",Source Verified,2014-01-07 00:00:00,credit_card,NY,18.82,775,779,9,0,87189,46.2,3,0,24,-1
260,Written off,1,18000.0,60,19.19,468.82,E3,10,RENT,"(52000.0, 60000.0]",Source Verified,2015-01-07 00:00:00,debt_consolidation,NM,27.19,705,709,9,0,19012,74.9,0,0,26,0
261,Paid,0,21000.0,36,18.99,769.68,D3,,MORTGAGE,"(80000.0, 91000.0]",Verified,2016-01-09 00:00:00,debt_consolidation,FL,16.8,690,694,19,0,23490,78.0,2,0,48,0
262,Paid,0,18000.0,60,17.09,448.22,D1,7,RENT,"(91000.0, 107000.0]",Not Verified,2017-01-12 00:00:00,credit_card,TX,29.26,680,684,10,0,39488,83.1,3,0,47,0
263,Paid,0,24000.0,36,15.31,835.62,C5,10,MORTGAGE,"(80000.0, 91000.0]",Source Verified,2016-01-03 00:00:00,home_improvement,CA,18.48,675,679,13,1,15089,65.6,1,1,26,3
264,Paid,0,20000.0,60,14.08,466.2,C3,10,MORTGAGE,"(91000.0, 107000.0]",Source Verified,2017-01-09 00:00:00,debt_consolidation,TX,15.83,690,694,9,0,14146,57.7,3,0,31,0
265,Paid,0,7800.0,36,8.39,245.83,B1,7,MORTGAGE,"(65000.0, 72000.0]",Source Verified,2016-01-06 00:00:00,credit_card,ID,15.27,675,679,10,0,6016,59.6,1,0,33,-1
266,Paid,0,8500.0,36,9.99,274.24,B3,10,RENT,"(80000.0, 91000.0]",Source Verified,2015-01-10 00:00:00,credit_card,FL,14.36,680,684,6,1,10268,79.0,0,1,57,1
267,Paid,0,5000.0,36,7.97,156.62,A5,,RENT,"(6694.0, 32500.0]",Verified,2017-01-07 00:00:00,credit_card,MI,8.12,690,694,12,0,4391,24.4,3,0,32,0
